,name,var,volatility
0,bench-fast-queue-throughput-concurrent-1000000,27.23505206965472,> 10%
1,bench-fast-queue-throughput-concurrent-1000000,21.315259723940247,> 10%
2,bench-fast-queue-throughput-concurrent-1000000,19.09867421959417,> 10%
3,bench-fast-queue-throughput-concurrent-1000000,20.683877479248082,> 10%
4,bench-fast-queue-throughput-concurrent-1000000,9.445872278394585,9% - 10%
5,bench-fast-queue-throughput-concurrent-1000000,25.75567959492954,> 10%
6,bench-fast-queue-throughput-concurrent-1000000,18.364005988920795,> 10%
7,bench-fast-queue-throughput-concurrent-1000000,19.860677914806317,> 10%
8,bench-fast-queue-throughput-concurrent-1000000,12.193119920416226,> 10%
9,bench-fast-queue-throughput-concurrent-1000000,7.3774689450970765,7% - 8%
10,bench-fast-queue-throughput-concurrent-1000000,20.833621505161602,> 10%
11,bench-fast-queue-throughput-concurrent-1000000,26.86753822748448,> 10%
12,bench-fast-queue-throughput-concurrent-1000000,20.282086889012717,> 10%
13,bench-fast-queue-throughput-concurrent-1000000,20.33907046429094,> 10%
14,bench-fast-queue-throughput-serial-1000000,37.56530525708139,> 10%
15,bench-fast-queue-throughput-serial-1000000,28.783645444938244,> 10%
16,bench-fast-queue-throughput-serial-1000000,28.415442609474695,> 10%
17,bench-fast-queue-throughput-serial-1000000,40.39848559463211,> 10%
18,bench-fast-queue-throughput-serial-1000000,23.23105834553011,> 10%
19,bench-fast-queue-throughput-serial-1000000,26.468480373150204,> 10%
20,bench-fast-queue-throughput-serial-1000000,42.7379431721497,> 10%
21,bench-fast-queue-throughput-serial-1000000,46.58367563102828,> 10%
22,bench-fast-queue-throughput-serial-1000000,31.921961981697955,> 10%
23,bench-fast-queue-throughput-serial-1000000,23.973777908323193,> 10%
24,bench-fast-queue-throughput-serial-1000000,32.04052212961262,> 10%
25,bench-fast-queue-throughput-serial-1000000,40.219970231945304,> 10%
26,bench-fast-queue-throughput-serial-1000000,31.099929182656847,> 10%
27,bench-fast-queue-throughput-serial-1000000,26.811055730478603,> 10%
28,bench-index-db-add-tsids,67.9342116087713,> 10%
29,bench-index-db-add-tsids,81.22737826969905,> 10%
30,bench-index-db-add-tsids,66.52912824040779,> 10%
31,bench-index-db-add-tsids,74.63239371292883,> 10%
32,bench-index-db-add-tsids,83.94979151658734,> 10%
33,bench-index-db-add-tsids,80.31971068341068,> 10%
34,bench-index-db-add-tsids,83.64421244945983,> 10%
35,bench-index-db-add-tsids,84.698402432125,> 10%
36,bench-index-db-add-tsids,80.21438456204437,> 10%
37,bench-index-db-add-tsids,30.329355678187653,> 10%
38,bench-index-db-add-tsids,97.58980269054828,> 10%
39,bench-index-db-add-tsids,59.499821463728644,> 10%
40,bench-index-db-add-tsids,99.42208655423534,> 10%
41,bench-index-db-add-tsids,49.674030907741,> 10%
42,bench-index-db-get-tsids,45.95270385582486,> 10%
43,bench-index-db-get-tsids,47.152397344925134,> 10%
