,run,number,diffInserts,diffQueries1,diffQueries2
51,1,26,-2.0476019946024326,-4.071818039965979,-2.936664507327491
140,2,27,0.7677960947424678,-4.321904643194996,-3.061019459063452
2,1,27,0.8648331842274759,-4.69935971061356,-3.1068728867389983
71,3,27,0.3037503501110983,-4.111981714971524,-2.772571175686578
26,1,28,1.940598775226987,-4.867896340971112,-3.135460401279233
95,3,28,0.541440158217843,-4.444386594595184,-2.9508304292132914
164,2,28,5.953237419994828,-5.152979610330577,-2.5247499407777485
88,3,29,1.0676283735614023,-4.10514771925542,-1.9940219349167454
157,2,29,-1.2360547313089554,-4.58984686038405,-2.4762552381645375
19,1,29,1.1601698003629313,-5.383385485040093,-2.878583093509124
7,1,30,1.97464179410074,-4.482998073700706,-3.5501157473408096
76,3,30,-1.309748190120874,-5.211619720953942,-2.6694010638275367
145,2,30,-0.875520145390718,-4.908820804395075,-3.6314996309197545
55,1,31,-0.8444877782563975,-5.101719216432466,-2.38792654571347
124,3,31,2.2237596718437613,-4.479628291609328,-2.236039432066761
193,2,31,6.814675783358015,-4.9800697016665785,-2.567452484712218
184,2,32,-0.6114096181375483,-5.100509410650089,-2.16494193093264
115,3,32,3.2023268576739206,-4.765040170922552,-3.204447026894186
46,1,32,-3.9815541590887293,-4.564088919809017,-2.859499110800612
169,2,33,1.3458297489644888,-5.204630505062102,-2.9835794870228804
31,1,33,-3.5202159549997725,-4.384514125514749,-3.6799144424229047
100,3,33,1.583436692605411,-5.121079267625383,-1.8707341343830453
47,1,34,-0.8333825805627915,-4.7666338297602024,-2.6316978956662074
116,3,34,2.214576812757718,-4.639571674140674,-1.5549102481750565
185,2,34,-0.23541930316871573,-5.2143168594770195,-2.910337489355108
152,2,35,1.7365477520272066,-5.074819031916822,-2.19447052463162
14,1,35,-0.5420358830858452,-5.10451094099722,-4.304380354441461
83,3,35,4.082523794559978,-3.7977923196596985,-3.2174253246940343
172,2,36,-1.0079328414302036,-4.892209124600622,-2.9136283692153153
103,3,36,-1.2944771432621738,-4.837007301585883,-2.524039631992525
34,1,36,-0.5864299368380066,-4.877803536205283,-2.3153660030820866
165,2,37,1.170799906915665,-5.044244617705374,-2.1457528382003765
27,1,37,-3.530362323098424,-4.824977177722989,-2.4542707189031843
96,3,37,-1.3551599607204645,-5.225656142910562,-2.91839717018757
62,1,38,-2.4237839576674136,-4.654087937672513,-2.2814110672307986
131,3,38,-0.7300122521904262,-4.766463966666756,-1.2321448477440322
200,2,38,1.0839538363559997,-4.676609676933719,-3.257385126420287
92,3,39,1.6827125668566367,-5.1141021384377705,-3.451105272623156
23,1,39,2.06520706617237,-4.535049875234942,-2.3246420527496148
161,2,39,-0.41775351501222024,-4.2974699642332475,-1.629757445603608
101,3,40,0.12556321466179465,-5.085780794226691,-2.396982514476098
32,1,40,0.4761306659415654,-5.147275504796733,-2.5984203498254588
170,2,40,2.024353664461076,-3.8407904390905467,-2.2160791440208993
111,3,41,-2.0779378094369028,-4.1872191791106905,-2.3868982817573214
42,1,41,-0.6810565287808545,-3.995921486716114,-2.3560426644291588
180,2,41,0.12554885581557151,-3.5255016448024756,-2.329330461539758
99,3,42,1.2286940661450307,-4.4264298027985705,-1.9046304472706832
168,2,42,-1.0675313593977442,-4.160037119274351,-1.388421389311001
30,1,42,3.0138079478345015,-4.859470303467162,-1.7592761470906604
52,1,43,-0.7294637621057865,-3.823600985954878,-2.1389977133889793
121,3,43,0.8417175848091318,-4.200871173510379,-3.2851724219466027
190,2,43,0.11200664909460922,-5.464035758651853,-3.041895834543451
144,2,44,1.1338736152607387,-3.6923151139783505,-2.850096639599975
75,3,44,5.456762103168966,-5.109238176272712,-2.5821558506123
6,1,44,-1.0393442875728187,-4.901295491353574,-3.5493266489051933
154,2,45,1.1842792492559706,-4.880621967065613,-3.1226560925006197
85,3,45,10.680031991346262,-4.4806616920486935,-2.472327674628705
16,1,45,3.5808477670353778,-4.1916579555648426,-2.497619667826334
149,2,46,0.1736874207571626,-3.9331110944023195,-2.9562309417721533
11,1,46,9.217474267520643,-4.985023906004892,-3.0178768652182386
80,3,46,-0.511722462338482,-4.111685009779875,-3.0711269458045254
8,1,47,-1.198495245114961,-4.099614552731367,-2.2664364065302145
146,2,47,2.6830040845939873,-3.8014446408114133,-2.316730699109293
77,3,47,5.1162762701689735,-4.826612171648803,-2.570480309197898
12,1,48,-0.1578472819210086,-4.091493784442335,-2.8677712754345497
81,3,48,-1.6679251746615997,-4.369431376105027,-3.068416535426788
150,2,48,0.7835368665209064,-4.913538561467378,-2.8227253506774796
138,2,49,-1.6956070083282593,-3.9736822168102814,-1.8307252287067644
69,3,49,0.5825560663574425,-3.4128633326626745,-1.6631727607940294
0,1,49,2.966946988248176,-4.109281829669698,-2.575690255948393
177,2,50,-4.390947244536248,-3.9860565204728027,-2.2291641958878783
39,1,50,0.7441625071798574,-4.1791801532477635,-3.119352429461364
108,3,50,0.789449986034918,-4.526986985076819,-1.9795589745130626
78,3,51,-1.5115597063332875,-4.395670816812114,-1.7274983888402873
9,1,51,3.302885328074301,-3.5033596156377467,-1.823383771425191
147,2,51,1.372510668182536,-6.953293418167439,-2.236604167965106
70,3,52,3.121188673113684,-4.739101041680782,-2.0327620658139645
1,1,52,2.002496805351961,-3.5794914940965983,-2.094059231394374
139,2,52,0.7614186956262037,-4.0245086503872045,-2.701903124861982
143,2,53,4.933647072604486,-4.939873908836178,-3.0397778879810766
5,1,53,2.372811820471221,-4.866730693273446,-2.8267790949331295
74,3,53,3.358066264860482,-4.845939544354161,-2.878815542234703
59,1,54,3.4151605956434183,-5.41323435391432,-2.3031638850599334
197,2,54,2.546126226136547,-4.454868041020643,-2.5538470799398083
128,3,54,2.48490848017342,-4.220846171648629,-3.2015867018425737
151,2,55,1.1473089079331755,-4.23936374124545,-3.0081786705575264
82,3,55,-0.29323393842454193,-4.539599893978119,-2.676107704677111
13,1,55,-0.27402503357085717,-4.196526798767408,-2.7082067932246656
166,2,56,2.371983646689091,-4.8150099514525095,-2.4845500854491
97,3,56,-1.4187250722362266,-4.902207036266271,-2.6239945863353653
28,1,56,3.966657748963476,-4.551739469091876,-3.310041212039583
35,1,57,0.4162258965366705,-5.752013987981397,-1.2632293632796499
104,3,57,-3.140636890032067,-4.802324183006101,-1.908489460800511
173,2,57,-0.5975673405614557,-5.401625730231807,-2.6652429867576655
33,1,58,-1.0203232301880139,-5.108483246579542,-2.4469223459859357
102,3,58,-0.1678192338977591,-3.89208866037265,-2.336022287438333
171,2,58,0.5337354440299258,-4.74485710686251,-2.304568130123852
205,2,59,5.313616619230133,-5.780271733184272,-4.191370242928794
136,3,59,-1.3794593756967233,-5.963602010035163,-4.029076382593432
67,1,59,2.6240363157689073,-5.710154235406417,-2.708843471020461
41,1,60,2.883384810845846,-6.104986106392307,-2.906105297816075
110,3,60,-3.1625063386906627,-5.672184945630054,-3.3809494519153938
179,2,60,-0.4211974856594636,-5.138016974873083,-3.4022150136619578
98,3,61,3.4470115610669705,-5.42846293121062,-3.5968353921307594
167,2,61,-2.1754169307721116,-5.937648795611972,-3.8910553087593613
29,1,61,0.5451489144440158,-4.945624583551411,-4.054586074606414
204,2,62,3.6316852492956464,-5.318884490538389,-3.4966417816543083
66,1,62,-1.1450093535635864,-5.156938936404421,-4.219244763153862
135,3,62,1.1792059683789713,-5.514854595955709,-3.4625685515703997
54,1,63,7.911098846458975,-5.419580209588293,-3.661782363285504
123,3,63,1.4666937197824526,-6.135918065158574,-2.6453597579866095
192,2,63,-0.19098383295267363,-3.9756818842899055,-3.684014413821668
20,1,64,6.078028924446177,-6.399956270342367,-4.36563157135994
158,2,64,4.145065964512362,-5.702316632504978,-4.081291769720097
89,3,64,3.2164158674436782,-5.911903999910118,-4.176803169511412
196,2,65,1.3777390889875951,-6.128953508987156,-3.9515936852558053
127,3,65,6.573448088294875,-5.9206499521306855,-3.759750713449128
58,1,65,-0.6792100507360344,-5.359602410656439,-3.8183985615588556
148,2,66,1.4588034253794069,-5.35190288161359,-3.5694345352686785
79,3,66,3.9135071484797557,-5.8346818633552395,-3.2885838095429
10,1,66,2.9931028417962358,-6.251479759589151,-4.2381340378375265
181,2,67,5.176285597692032,-5.763400230224303,-3.71640143645231
112,3,67,7.571000533899652,-5.639228837212151,-3.9443926445699384
43,1,67,5.75604306804165,-5.106200312401232,-3.6504896642001627
129,3,68,4.295102971837816,-5.929894556915849,-3.9619339444698642
198,2,68,6.024840973998735,-5.561977144967056,-4.427291719167381
60,1,68,3.471524353320987,-6.269074053378365,-3.8075415308946203
182,2,69,3.948691367182633,-5.225689223391927,-4.162865889537626
113,3,69,0.02128123722870967,-5.758168394742402,-3.1897587929710647
44,1,69,4.593797774300112,-5.234154904229882,-3.8149697401082983
