,run,number,diffInserts,diffQueries1,diffQueries2
37,run1,32,0.368434858109179,1.1033967352086504,1.0028263010334326
142,run2,32,0.7437220739769046,1.470006644517241,-1.0066814686942371
247,run3,33,1.4201565855050058,1.8577388810963713,-0.20894082356834875
143,run2,33,0.28164986197909414,1.114549365221107,0.24208817348663203
38,run1,33,0.042536454472630325,0.6083373662310931,-0.4239270409861051
144,run2,34,0.017310699280970177,1.049900315814356,-0.2831039697585358
248,run3,34,0.48280804095037766,1.1706118812169874,0.5172812467581611
39,run1,34,1.4368621393104242,0.8472648354892476,0.4977150098744776
249,run3,35,1.1058948399971458,0.33183319492355867,0.7747033810016957
40,run1,35,0.9946516685906737,-0.8225320896234289,-0.018281827172683673
145,run2,35,1.0738196591684623,-3.5579412552388168,-0.7695525561725591
250,run3,36,0.7237356065698197,0.4780923215037758,-1.4330684916348924
146,run2,36,0.5737858888894998,1.7189765516726574,-0.4295296260440451
41,run1,36,0.9272849741645883,0.2645016086229912,0.05873937792439943
251,run3,37,0.3585952411109483,-22.65168846521981,-4.396243061810923
147,run2,37,0.030906873290392767,-24.356790844802333,-3.768520612389603
42,run1,37,-0.38618167631597755,-25.24818759946672,-3.849201937899216
43,run1,38,1.7567969471261824,-25.69851079670776,-2.4272273069719907
148,run2,38,0.2969343825179216,-24.274477429923856,-3.6809264070610914
252,run3,38,1.0765550089908649,-23.717454224732226,-2.9650029761464802
44,run1,39,0.36239290165083204,-27.46699845824213,-17.353782673082097
149,run2,39,0.545746644452394,-27.107647451027674,-14.777751845160614
253,run3,39,-0.11929554700518263,-28.19436140603201,-17.45675112062336
255,run3,40,0.7260158356472424,-28.53088770285662,-17.100732833246767
46,run1,40,-0.2830272653789989,-28.31239870246146,-16.208996482359982
151,run2,40,-0.28019770326159765,-26.417012136040807,-14.986046006174913
47,run1,41,0.4199249414470696,-29.45640477604655,-17.336532843839326
256,run3,41,0.8118282453619008,-27.167373555997564,-18.242119987723015
152,run2,41,-0.1462294246437179,-26.869748640013068,-16.375126811794715
48,run1,42,0.7098238850904659,-28.51051433094417,-18.593207021107006
153,run2,42,1.6571065009841623,-27.705080312094932,-15.104295002458912
257,run3,42,0.45452191296961875,-26.380078848431854,-15.20835920372462
49,run1,43,0.688420541711765,-27.40926270034445,-15.780083693878721
154,run2,43,0.6257726824670184,-25.07364015383282,-14.884915110060359
258,run3,43,0.7012028867010356,-26.31424476506089,-16.821476179643803
50,run1,44,-0.2882219117647855,-28.069078700265482,-17.66258960311641
155,run2,44,-0.07048812014537331,-26.12461527306228,-16.4860980438553
259,run3,44,0.4643493598381676,-29.82868163065803,-15.702062858847155
260,run3,45,0.5394007275802082,-26.815635564850403,-15.441009126607918
156,run2,45,1.3787855632326096,-26.665949239454346,-15.396493290809676
51,run1,45,1.2403851094815899,-28.596493118588207,-14.750082699093936
52,run1,46,-0.4571193946615204,-27.72420120941882,-17.92518662017718
261,run3,46,0.1597211579490665,-27.729292110002046,-17.422001530253482
157,run2,46,0.3950310718037864,-25.651651612163285,-17.154495651928602
262,run3,47,-0.30201902747194476,-29.819019353411168,-18.436563113856884
158,run2,47,0.964160161929617,-28.11546074981941,-17.550308257897683
53,run1,47,0.9406657093776083,-26.461592374628296,-17.5207647857623
54,run1,48,14.495294067865338,-7.076492133946266,0.403684795036674
159,run2,48,14.429327906069345,-7.078847372742237,0.12146634604570661
263,run3,48,15.381557081433982,-8.321535730780916,0.34377238258689324
55,run1,49,14.718889381921962,-8.238286109249138,-0.06083933686422682
264,run3,49,14.24822519363702,-7.38921429262075,1.1601118167531288
160,run2,49,13.464043396574477,-7.188402572654084,0.510080775273325
266,run3,50,13.807890544220825,-7.719944361626485,0.026670124914018878
161,run2,50,14.788143221756545,-8.477964647990799,0.8048969578896115
57,run1,50,13.470935741532287,-7.4648104952017125,0.0923936309600526
267,run3,51,15.613945029705611,-8.497467987585605,0.29825363747779665
162,run2,51,14.564331478601611,-7.838209050299438,0.22787083127424612
58,run1,51,15.568599503991454,-8.100022247942473,1.7371501226998376
163,run2,52,14.395204119590455,-6.547710902061965,0.44815599611112145
59,run1,52,15.05250658628896,-6.930337061408864,1.7137775830422086
268,run3,52,14.967462636234075,-8.200836647190323,-0.09547319297974477
60,run1,53,14.361505911657568,-7.987160942893956,0.31733386426868737
269,run3,53,14.708256927906849,-5.349748323550585,-1.1268485388944205
164,run2,53,13.573895489465148,-6.789038425182237,0.637083590238996
61,run1,54,15.523539027578881,-6.686363526311712,0.7282600065734002
270,run3,54,13.78360032983419,-7.580568703194213,-0.38424180460311375
165,run2,54,14.413282522581516,-7.431129682296522,0.013567321309859715
62,run1,55,14.843661406716002,-8.382984110021042,1.2456002808882705
271,run3,55,14.442138275198024,-6.942447560102849,0.4851541140712845
166,run2,55,14.700403919607385,-6.842425630987603,1.4536763018376586
63,run1,56,14.820771282578193,-8.409707036502612,-0.4755153711397453
272,run3,56,14.4117407650586,-8.05691600316848,-0.508303693108414
167,run2,56,14.792978440031357,-5.048035150109376,1.011390598359685
64,run1,57,15.213484557037592,-7.200336326393186,1.4481379029729569
168,run2,57,14.935570484683701,-9.575023339866451,0.4761033007052662
273,run3,57,14.790167988374403,-7.711236708760893,0.3336111894526983
274,run3,58,14.294688453324532,-8.046191996945451,-0.48723543563076177
65,run1,58,14.482493616604009,-10.51882459545025,-0.5177772260541835
169,run2,58,14.296547480282618,-6.681742911515398,1.7327403386260487
66,run1,59,14.087386814470971,-9.9392750053801,1.3471423334969312
275,run3,59,13.98390703087513,-6.864184822362773,0.29835054171851727
170,run2,59,14.536016095986891,-6.934777667058167,0.5997262201695275
68,run1,60,15.378170973579408,-8.667836340748869,1.6250651622087942
172,run2,60,16.075803854368264,-6.921173375018297,2.37574358313124
277,run3,60,15.090393545850711,-7.117148834239795,0.9566434923620193
69,run1,61,15.064238786610208,-10.027598572075247,0.5864549331358049
173,run2,61,14.746553405349871,-8.57685863096005,0.9147536066292705
278,run3,61,17.44569967147356,-7.586205971233417,-0.13677633371461662
279,run3,62,13.456005450435127,-8.981989187121131,2.18769553507121
174,run2,62,15.395987443404135,-6.84331582814549,0.36640020492191283
70,run1,62,14.962189729918073,-9.683573398251788,1.8310981261209225
71,run1,63,13.978656316792094,-7.76959642644438,1.2481423798508473
280,run3,63,13.606820897257288,-7.055770723966548,-0.6291122756344802
175,run2,63,14.543355322162022,-6.0831567406147595,0.9982992680086067
281,run3,64,14.076081468903734,-7.504481351680603,1.7039205818923264
176,run2,64,15.297977369681481,-9.176193392460307,1.1046795785035979
72,run1,64,13.334560304403453,-5.778618383259415,1.1147273924417611
73,run1,65,13.782352858878788,-8.889872730533044,1.4847735203478374
282,run3,65,15.614639624110715,-7.542335052497373,-0.20529769243224916
177,run2,65,15.033171803367097,-9.030665581736075,-0.8924244763552469
283,run3,66,15.909784868906396,-9.194470076126848,0.15417317710395562
74,run1,66,15.27640009139386,-5.744406343049846,1.1019452690163911
178,run2,66,14.863777404215073,-5.944545871866735,0.20946684342426636
284,run3,67,14.934335362118434,-7.9406203921768554,0.5378050521844591
75,run1,67,14.344807657229763,-6.774296553343218,0.2087151362468953
179,run2,67,14.864994521319064,-7.742964795584739,0.3403041147338026
285,run3,68,15.980011979452936,-9.114600929064542,0.17406272786260057
76,run1,68,14.543629201431528,-6.845617821925387,0.8084537503643796
180,run2,68,15.301905077694977,-8.125051048246036,2.1746332251764144
286,run3,69,14.397562094178063,-9.248399191950973,2.39284999611582
181,run2,69,14.539131717625796,-6.694407292801063,1.7603594661949717
77,run1,69,15.1209485449739,-9.256538130846003,0.5605646340003823
79,run1,70,14.201317288783066,-6.810598097409337,1.3323642585161277
183,run2,70,14.623243970913613,-6.427899402562954,0.7677047103786139
288,run3,70,21.653403425693774,-8.426413223112771,0.7382085290374096
80,run1,71,15.086944603511121,-6.485643631894367,0.7205618116434831
184,run2,71,13.550537597766477,-8.305984201752093,0.09107163251278472
289,run3,71,14.568455436515126,-6.9789117575505655,0.5705255295339384
81,run1,72,15.642682602425385,-7.81486030678299,1.3817827157855511
185,run2,72,14.416398833812094,-4.271858204604628,2.3602389433082127
290,run3,72,14.879395816218356,-6.165692058908501,1.111928041601673
291,run3,73,15.508869810140101,-4.996859369287243,2.0289452832709998
186,run2,73,14.918432587903684,-6.554609819661561,1.3759165336081347
82,run1,73,13.128214145692496,-3.1977591645392933,0.5760688860538377
292,run3,74,14.097659696401156,-6.0561805221186145,0.7192148178722713
83,run1,74,13.943054684649647,-7.840767044371411,0.9950711678504254
187,run2,74,14.000161785907794,-7.773205294228647,1.9212486878214197
293,run3,75,14.095589888284966,-7.93386395572484,0.753451171833297
84,run1,75,14.123753068844236,-6.513307821185577,0.8548179362901864
188,run2,75,14.971683916770328,-7.525379609371818,1.413478739780616
85,run1,76,14.493292368909817,-8.00532408051554,-0.34764235836466373
294,run3,76,15.451673533109744,-6.319772164978743,-0.16305107090767157
189,run2,76,14.203019961071718,-7.3292100434702245,2.2351547797002658
190,run2,77,14.112440751493427,-8.205677164738379,1.4825761723738173
86,run1,77,15.22299711812547,-8.189704119753237,-0.24734140096496215
295,run3,77,15.259002998009308,-7.856842186779089,1.1519957288804727
87,run1,78,14.869395713212331,-8.136682097022819,1.158071501936364
296,run3,78,15.34266997535707,-9.479768841236924,1.4597898317153524
191,run2,78,15.242616417236166,-5.618186129869784,1.3269590382297913
297,run3,79,14.490756149072336,-7.325620073690608,-0.19078246912633823
192,run2,79,15.201995931501955,-7.141563177873699,1.0158897272374956
88,run1,79,14.112534945528154,-9.127380221735004,-0.15576940278057005
299,run3,80,15.289006579086518,-7.519308832012683,1.6950836712293693
90,run1,80,15.337329196153494,-7.3146946454284105,1.7304512860092824
194,run2,80,15.12034202280843,-3.8437044462132364,0.9752830975820581
195,run2,81,14.872561679234785,-9.026265727762361,-0.9309073460533668
91,run1,81,14.05592829479112,-6.8505956108744765,0.35572050110803666
300,run3,81,14.785588829635898,-8.153298555969757,1.477191192256777
92,run1,82,14.743294600208712,-5.640300986057156,1.1955554680279645
196,run2,82,14.335693998443922,-6.736199063319659,0.9825996692987005
301,run3,82,14.991158059820897,-8.067702370307606,-0.9034045972347804
197,run2,83,15.634093444667885,-7.645751831482961,1.775076009700527
302,run3,83,14.437834065175315,-7.771068834616502,0.8130558933467036
93,run1,83,15.016831454611722,-9.303097372177039,0.8195793113142891
198,run2,84,15.226596063105147,-9.296749913159285,1.7926062617114713
94,run1,84,14.07267305820421,-6.554105224993401,0.7311262909581062
303,run3,84,15.224658252309187,-8.756046113292859,0.93976673704943
95,run1,85,14.082582510330322,-6.147257848577848,0.9090245392288532
304,run3,85,14.456512406290623,-8.858341003002558,1.480239955123075
199,run2,85,15.43096863059108,-8.356824007074204,1.9324884322151847
96,run1,86,14.401992492442051,-6.2308338984428,-0.07785912508657677
305,run3,86,16.02061773812986,-8.236158058705033,0.44109731831927235
200,run2,86,13.322531655099024,-10.331813555642434,0.4103317521352512
201,run2,87,14.374602559098747,-7.678408613372778,1.3861163040365554
306,run3,87,13.251650172898156,-6.574318411091107,2.3032815399191664
97,run1,87,12.651444688909352,-6.145466437790359,1.331938812842881
307,run3,88,15.84269964585394,-5.832124892113488,0.03961196547259682
98,run1,88,14.974248464594698,-7.820081775412746,0.12577197035776866
202,run2,88,13.534872027398093,-7.587814610090282,0.22289452108594787
309,run3,95,16.23039986217647,-7.936403201088671,0.9514031420694291
204,run2,95,14.84286443650471,-7.49214831922399,-0.0950345607110048
100,run1,95,15.945123989790222,-8.309424061155845,0.6895901879210964
101,run1,96,15.202183272230885,-6.956881223862654,-0.31710966080418235
310,run3,96,15.617649471042228,-5.684008757889147,0.9653825096484603
205,run2,96,15.862493941909905,-5.902940341275165,2.478643875596398
102,run1,97,16.179345059762618,-8.295518508506383,0.5376810004217747
206,run2,97,15.609376221045125,-5.5362298237302205,0.45826611390722416
311,run3,97,15.789620141123573,-6.836798969994207,2.142423071414834
103,run1,98,14.982838678683885,-5.608091915796932,1.1966459339238344
312,run3,98,14.88927905539903,-5.121221380996377,0.6294069046416162
207,run2,98,14.44942303019432,-7.189494287304832,2.024874583600478
313,run3,99,14.864739816277496,-5.133652323746595,0.7859821000856027
104,run1,99,14.650077399679429,-5.661583916422863,0.8699572354177398
208,run2,99,16.97190643348454,-7.22742784455952,2.3519523126529274
107,run2,100,15.178698609456287,-8.094438239560898,1.7335419763518267
2,run1,100,15.671135313575046,-10.203094957059955,0.3871167423372013
211,run3,100,16.600859359621587,-6.557053917301669,1.5051626493079118
212,run3,101,14.987325595227464,-6.28935288590684,2.4732991725032516
3,run1,101,14.913037632226311,-9.004789092591913,1.229092019710487
108,run2,101,14.617386377011577,-6.111518747433353,0.2337617264626335
109,run2,102,15.936320013840133,-6.095944075934745,2.577339703293968
213,run3,102,15.136529235433116,-6.304143171462595,2.410113626016064
4,run1,102,16.390992213696865,-9.173184885413733,1.6016468009431906
110,run2,103,14.66857783367339,-5.1901718477442405,1.6062954787866568
214,run3,103,15.093645090219976,-4.606376442170578,1.7080360487336632
5,run1,103,15.699338971510635,-6.881702962066749,2.269831043063575
6,run1,104,16.137163252257203,-7.586399940839794,2.11413795815667
111,run2,104,15.88103273527135,-3.9348784822604843,3.0376083535348375
215,run3,104,15.299601800041419,-4.1731611896026255,1.8250443569946428
216,run3,105,16.13244781885612,-4.669861280323195,1.8711788845945598
112,run2,105,15.483901953585267,-7.960921779701735,1.5969375166817734
7,run1,105,14.780731291685111,-5.3265984922771565,0.6443670638454302
113,run2,106,14.899094612462038,-5.286259247211477,1.0297175153764382
8,run1,106,15.491951905461242,-7.231944290755898,1.6374499983561108
217,run3,106,15.756228708593678,-7.397832277395866,0.48781270031352797
218,run3,107,16.153078771201358,-5.966709185739283,2.6034585079850237
114,run2,107,15.644288249515249,-6.737246400916752,1.009523937068324
9,run1,107,16.297340562163896,-5.234508605483967,2.4127186052400607
10,run1,108,15.0428571276368,-8.154252486045355,1.688596700190037
219,run3,108,16.28054728623971,-4.680175578635371,2.83313439045787
115,run2,108,16.347394749336818,-4.6414211792287325,2.03502316071722
11,run1,109,14.611535214210992,-6.193090716753069,1.41791327345977
116,run2,109,16.39627789130158,-8.121651895111803,0.8775858515412072
220,run3,109,16.0547956125882,-7.528677545784634,1.2861342891990368
118,run2,110,16.43701542912066,-7.507517793487917,0.8309036399857916
222,run3,110,15.239574830987234,-5.8038871894452,1.1988939372090002
13,run1,110,16.483505507734918,-6.995328258398159,1.7661358268965532
14,run1,111,14.830519816917676,-9.179174460182782,1.543875962070529
119,run2,111,14.50095751884868,-5.482911336577612,0.9684699987589251
223,run3,111,15.115491544939651,-7.324868105451776,-0.14562111160789648
